property_type,address,city,state,zip_code,price,beds,baths,area,lot_size,year_built,hoa_month
Mobile/Manufactured Home,939 Spring Street Ext,Groton,NY,13073,170000,,,840,1.8824609733700643,1986,
Multi-Family (2-4 Unit),100 Groton City Rd,Groton,NY,13073,185000,6,3,3278,3.580004591368228,1810,
Mobile/Manufactured Home,1758 Mecklenburg Rd,Ithaca,NY,14850,62000,,,792,1.9899908172635445,1975,
Single Family Residential,406 Klinewoods Rd,Ithaca,NY,14850,725000,3,2.5,2644,0.7,1999,
Single Family Residential,1388 Ridge Rd,Lansing,NY,14882,162000,4,2.5,2520,10.569995408631772,1890,
Single Family Residential,794 Lansingville Rd,Lansing,NY,14882,63000,2,1,752,0.46999540863177225,1877,
Single Family Residential,112 Brickyard Rd,Lansing,NY,14882,292000,3,1.5,1612,4.4,1969,
Single Family Residential,166 Cayuga St,Groton,NY,13073,215000,4,1,1428,6.139990817263545,1885,
Single Family Residential,109 Mack St,Groton,NY,13073,187000,4,1,1596,0.4591368227731864,1970,
Single Family Residential,7 Triphammer Ter,Ithaca,NY,14850,350000,3,2.5,2136,2.3399908172635446,1981,
Single Family Residential,240 Strawberry Hill Cir #4,Ithaca,NY,14850,310105,3,2,1320,0.03000459136822773,1981,
Single Family Residential,1279 Peru South Lansing Rd,Groton,NY,13073,165000,3,1,1104,7.769995408631773,1975,
Mobile/Manufactured Home,184 Salmon Creek Rd,Lansing,NY,14882,145000,,,1344,4,1989,
Single Family Residential,98 Simms Hill Rd,Dryden,NY,13053,137000,2,1,1617,1.7100091827364554,1930,
Single Family Residential,119 Woodard Rd,Newfield,NY,14867,625000,3,2,2134,6.45,2007,
Single Family Residential,10 Janivar Dr,Ithaca,NY,14850,362500,3,2,1474,0.31313131313131315,1990,
Single Family Residential,1464 PERUVILLE RD,Freeville,NY,13068,67840,2,1,1450,0.6399908172635446,1953,
Mobile/Manufactured Home,99 Goodman Rd,Groton,NY,13073,150000,,,1296,1.0899908172635446,2001,
Multi-Family (2-4 Unit),213 E King Rd,Ithaca,NY,14850,165000,3,2,1432,1.8,1960,
Single Family Residential,237 Troy Rd,Ithaca,NY,14850,220000,2,1.5,952,0.8399908172635445,1945,
Mobile/Manufactured Home,46 Ogden Rd,Groton,NY,13073,118500,3,1.5,1404,0.38797061524334253,1986,
Single Family Residential,4524 Reynolds Rd,Trumansburg,NY,14886,280000,3,1,1687,6.380004591368228,1860,
Multi-Family (2-4 Unit),4 Larue Rd,Spencer,NY,14883,24000,3,2,1440,9.65,1968,
Single Family Residential,2306 Mecklenburg Rd,Trumansburg,NY,14886,279000,4,3,2184,2.75,2006,
Single Family Residential,109 Warwick Pl,Ithaca,NY,14850,407500,5,3.5,2621,0.45454545454545453,1963,
Single Family Residential,8 Washington St,Trumansburg,NY,14886,191000,4,1.5,2818,0.31069788797061526,1860,
Single Family Residential,228 Pennsylvania Ave,Trumansburg,NY,14886,420000,4,3,2118,2.6600091827364554,1969,
Single Family Residential,248 McClintock Rd,Dryden,NY,13053,164800,4,1,1798,1.2899908172635446,1880,
Single Family Residential,6159 Podunk Rd,Trumansburg,NY,14886,45000,2,2,1168,1.4600091827364554,1960,
Single Family Residential,36 South St,Dryden,NY,13053,104000,3,2,1254,0.5252525252525253,1915,
Single Family Residential,8 Myers Ln,Lansing,NY,14882,166000,3,1.5,1296,0.18999081726354453,1880,
Single Family Residential,106 Cambridge Pl,Ithaca,NY,14850,520000,3,2,1480,0.4591368227731864,1979,
Single Family Residential,8 Bridle Ln,Dryden,NY,13053,315000,3,2.5,2781,1.3399908172635446,1986,
Single Family Residential,80 Old Stage Rd,Groton,NY,13073,80000,3,1,1586,1.2199954086317724,1964,
Single Family Residential,717 Hanshaw Rd,Ithaca,NY,14850,580000,3,2.5,1890,0.4820936639118457,2002,
Mobile/Manufactured Home,32 Old Stage Rd,Groton,NY,13073,85000,,,980,1,1993,
Single Family Residential,928 E Shore Dr,Ithaca,NY,14850,250000,2,1,1104,0.04058769513314968,1930,
Single Family Residential,780 Vanbuskirk Gulf Rd,Newfield,NY,14867,233000,3,1.5,1296,1,1991,
Multi-Family (2-4 Unit),1 Arrowood Ln,Ithaca,NY,14850,475000,5,3.5,4270,1.1,1988,
Single Family Residential,314 Winthrop Dr,Ithaca,NY,14850,445000,5,2.5,2738,0.4797979797979798,1965,
Single Family Residential,518 Scofield Rd,Groton,NY,13073,177000,3,1.5,1760,9.160009182736456,1990,
Single Family Residential,322 Lower Creek Rd,Ithaca,NY,14850,500000,3,3.5,4665,2.7399908172635445,2006,
Townhouse,55 Lois Ln,Ithaca,NY,14850,195000,2,1,864,0.01999540863177227,1984,
Multi-Family (2-4 Unit),1020 Triphammer Rd,Ithaca,NY,14850,316500,4,2,2316,0.4294077134986226,1958,
Single Family Residential,407 S Geneva St,Ithaca,NY,14850,270000,3,1,1329,0.10284664830119375,1900,
Single Family Residential,1025 Hanshaw Rd,Ithaca,NY,14850,395000,4,1.5,1456,0.44191919191919193,1967,
Single Family Residential,1412 Hanshaw Rd,Ithaca,NY,14850,383000,4,3,2556,0.9182736455463728,1953,
Condo/Co-op,1007 Hanshaw Rd,Ithaca,NY,14850,208000,3,1,1032,,1959,
Single Family Residential,1109 Coddington Rd,Ithaca,NY,14850,210000,3,2,1816,10.060009182736456,2001,
Single Family Residential,31 UPPER CREEK RD,Etna,NY,13062,365000,5,1.5,2632,0.8,1875,
Single Family Residential,620 Bostwick Rd,Ithaca,NY,14850,302000,3,2,1260,5.119995408631772,1991,
Single Family Residential,1191 Taughannock Blvd,Ithaca,NY,14850,350000,2,1,1392,0.269742883379247,1920,
Multi-Family (2-4 Unit),208 Hudson St,Ithaca,NY,14850,245000,4,2,1656,0.05222681359044996,1920,
Single Family Residential,502 Linn St,Ithaca,NY,14850,250000,4,1.5,1400,0.09182736455463728,1880,
Single Family Residential,311 1st St,Ithaca,NY,14850,358000,4,2.5,1672,0.09054178145087236,1925,
Single Family Residential,183 Ludlowville Rd,Lansing,NY,14882,140000,2,1,1104,0.1654499540863177,1880,
Single Family Residential,8 TWISTER WAY,Freeville,NY,13068,435000,4,2.5,2182,1.2399908172635445,2015,
Single Family Residential,139 Bank St,Newfield,NY,14867,100000,6,2,2261,0.45,1860,
Single Family Residential,104 Haller Blvd,Ithaca,NY,14850,218500,3,1,980,0.31000918273645545,1955,
Single Family Residential,523 Scofield Rd,Groton,NY,13073,255000,2,2,2016,1.2100091827364554,2000,
Single Family Residential,203 Muriel St,Ithaca,NY,14850,52000,3,2,952,0.573921028466483,1954,
Single Family Residential,349 Spencer Rd,Ithaca,NY,14850,154000,1,1,664,1.3399908172635446,1939,
Single Family Residential,221 W Cortland St,Groton,NY,13073,143000,3,1.5,1143,0.2,1917,
Single Family Residential,72 Station Rd,Spencer,NY,14883,95000,3,1,1087,0.5,1900,
Single Family Residential,76 Sperry Ln,Lansing,NY,14882,221500,4,1,1368,0.7399908172635445,1956,
Single Family Residential,202 Sheffield Rd,Ithaca,NY,14850,250000,3,1.5,1728,0.95,1985,
Multi-Family (2-4 Unit),1306 Elmira Rd,Newfield,NY,14867,205000,5,3,2203,1.0699954086317722,1942,
Single Family Residential,1603 Taughannock Blvd,Trumansburg,NY,14886,1500000,3,3,3636,3.9600091827364556,2007,
Single Family Residential,306 Chestnut St,Ithaca,NY,14850,260000,3,1.5,1394,0.3531221303948577,1946,
Single Family Residential,138 Ludlowville Rd,Lansing,NY,14882,175000,3,1,1352,0.8699954086317723,1910,
Single Family Residential,95 Ross Rd,Lansing,NY,14882,174000,3,1.5,1248,1.6800045913682278,1986,
Other,1729 Slaterville Rd,Ithaca,NY,14850,690000,4,3,1344,19.180004591368228,1964,
Mobile/Manufactured Home,460 Cortland Rd,Groton,NY,13073,130000,,,450,0.6800045913682278,1959,
Mobile/Manufactured Home,700 S Main St,Groton,NY,13073,60000,,,980,0.21000918273645547,1993,
Mobile/Manufactured Home,8 Eden Dr,Groton,NY,13073,65000,,,720,0.9600091827364554,1971,
Mobile/Manufactured Home,466 Midline Rd,Freeville,NY,13068,60000,,,840,4.110009182736455,1976,
Mobile/Manufactured Home,139 N Lansing School Rd,Groton,NY,13073,50000,,,980,1.85,1986,
Single Family Residential,8 Van Ostrand Rd,Groton,NY,13073,425000,3,2,2867,1.7,2004,
Mobile/Manufactured Home,900 Lick St,Groton,NY,13073,172000,,,960,5.380004591368228,2018,
Mobile/Manufactured Home,664 Lick St,Groton,NY,13073,100000,,,980,1.8399908172635446,2002,
Multi-Family (5+ Unit),211 Main St,Newfield,NY,14867,240000,1,1,576,0.3199954086317723,1972,
Mobile/Manufactured Home,4082 Podunk Rd,Trumansburg,NY,14886,150000,,,960,1.3699954086317723,1985,
Single Family Residential,102 Burleigh Dr,Ithaca,NY,14850,400500,5,3.5,2056,0.5727272727272728,1975,
Single Family Residential,199 Tareyton Dr,Ithaca,NY,14850,350000,4,3,2160,0.67722681359045,1971,
Single Family Residential,2 Milliken Rd,Lansing,NY,14882,65000,4,1,1204,0.8699954086317723,1959,
Mobile/Manufactured Home,18 Hillview Rd,Spencer,NY,14883,150000,3,,2280,5.330004591368228,2002,
Single Family Residential,177 Yaple Rd,Berkshire,NY,13736,225000,3,2,1384,32.219995408631775,1977,
Single Family Residential,735 Iradell Rd,Trumansburg,NY,14886,325000,2,2,1104,4.889990817263545,1993,
Mobile/Manufactured Home,28 Ford Hill Rd,Lansing,NY,14882,165900,,,1820,1.4600091827364554,1999,
Mobile/Manufactured Home,623 Vankirk Rd,Newfield,NY,14867,58000,,,720,2.2600091827364555,1971,
Mobile/Manufactured Home,378 Enfield Center Rd E,Ithaca,NY,14850,140000,,,952,3.2600091827364555,2018,
Mobile/Manufactured Home,414 Newfield Depot Rd,Newfield,NY,14867,120000,,,960,0.3899908172635445,1989,
Single Family Residential,55 Etna Rd,Ithaca,NY,14850,259500,3,2,1722,1,1990,
Mobile/Manufactured Home,94 Vanbuskirk Rd,Newfield,NY,14867,215000,,,1456,1.3899908172635445,1993,
Single Family Residential,1885 W Danby Rd,Newfield,NY,14867,50000,4,2,2100,0.5,1990,
Single Family Residential,1401 Danby Rd,Ithaca,NY,14850,224900,3,1,1296,0.6,1956,
Single Family Residential,2520 Mecklenburg Rd,Trumansburg,NY,14886,85000,4,1,1534,5.060009182736455,1896,
Multi-Family (2-4 Unit),651 5 Mile Dr Unit 651-A,Ithaca,NY,14850,303000,4,3,1770,0.6800045913682278,1940,
Townhouse,355 Saranac Way,Ithaca,NY,14850,260000,2,1.5,1397,0.06000918273645546,1989,
Multi-Family (2-4 Unit),108 Briarwood Dr #1,Ithaca,NY,14850,415000,5,3.5,2938,0.35,2001,
Single Family Residential,4289 Swamp College Rd,Trumansburg,NY,14886,190000,1,1,884,10.9,2007,
Single Family Residential,101 Inlet Rd,Ithaca,NY,14850,65000,4,1,1536,0.38000459136822773,1928,
Mobile/Manufactured Home,673 Black Oak Rd,Newfield,NY,14867,58000,,,980,1.1199954086317723,2000,
Single Family Residential,27 Tannery Cir,Dryden,NY,13053,250000,3,2,1300,0.46000918273645547,2000,
Multi-Family (2-4 Unit),298 N Rd,Freeville,NY,13068,275000,6,3.5,3894,1.4,1977,
Single Family Residential,23 Tannery Cir,Dryden,NY,13053,330000,4,2.5,2460,0.5300045913682278,1992,
Townhouse,91 Penny Ln,Ithaca,NY,14850,275000,2,1.5,1230,0.03000459136822773,1986,
Single Family Residential,246 Freeville Rd,Dryden,NY,13053,202000,2,2,1344,0.9300045913682278,2002,
Townhouse,215b W Spencer St Unit D2,Ithaca,NY,14850,360000,2,2,983,0.023415977961432508,2018,
Townhouse,58 Lois Ln,Ithaca,NY,14850,210000,2,1,1152,0.03000459136822773,1985,
Mobile/Manufactured Home,930 Ridge Rd,Lansing,NY,14882,59000,,,924,4.460009182736456,1982,
Single Family Residential,398 Newfield Depot Rd,Newfield,NY,14867,130000,3,1,1446,0.3199954086317723,1860,
Single Family Residential,134 McLean Rd Unit RD3,Cortland,NY,13045,210000,2,1,1694,0.5199954086317723,1953,
Single Family Residential,112 Stonehaven Cir,Newfield,NY,14867,85000,3,1,1456,5.1800045913682276,2013,
Single Family Residential,211 Wildflower Dr #2,Ithaca,NY,14850,249500,2,1,1080,0.010009182736455464,1975,
Single Family Residential,245 Stonehaven Cir,Newfield,NY,14867,235000,3,2,1568,1.0800045913682277,1991,
Single Family Residential,76 Michigan Hollow Rd,Spencer,NY,14883,581000,4,2,3012,5,1990,
Single Family Residential,3202 Elmira Rd,Newfield,NY,14867,205000,3,1,1559,1.4899908172635445,1947,
Multi-Family (2-4 Unit),127 Birdseyeview Dr,Ithaca,NY,14850,499000,5,3.5,2880,0.21000918273645547,2016,
Multi-Family (2-4 Unit),206 Oak Hill Rd,Ithaca,NY,14850,715000,6,3,3469,0.6,1930,
Multi-Family (2-4 Unit),112 Briarwood Dr,Ithaca,NY,14850,480000,5,4,2922,0.3399908172635445,2003,
Single Family Residential,1378 Elmira Rd,Newfield,NY,14867,280000,3,2,1432,2.230004591368228,1825,
Single Family Residential,216 Wilson Rd,Lansing,NY,14882,281000,3,2,2012,0.9899908172635445,1983,
Single Family Residential,216 Lake Ave,Ithaca,NY,14850,127500,4,2,2264,0.1526629935720845,1890,
Single Family Residential,613 Utica St,Ithaca,NY,14850,176000,3,2,1382,0.05378787878787879,1900,
Single Family Residential,315 N Fulton St,Ithaca,NY,14850,150000,4,1.5,1440,0.08310376492194674,1850,
Single Family Residential,207 S Corn St,Ithaca,NY,14850,115000,3,1.5,998,0.06212121212121212,1900,
Mobile/Manufactured Home,711 N WOOD RD,Groton,NY,13073,45000,,,980,2.8899908172635445,1993,
Single Family Residential,107 Ridgedale Rd,Ithaca,NY,14850,365000,4,2,1766,0.1654499540863177,1930,
Single Family Residential,6 Middaugh Rd,Brooktondale,NY,14817,174900,3,1,960,0.8800045913682277,1956,
Single Family Residential,626 Caswell Rd,Freeville,NY,13068,99000,4,2,2584,41.5,1988,
Single Family Residential,351 Ringwood Rd,Freeville,NY,13068,250000,4,2,1599,14.569995408631772,1987,
Multi-Family (2-4 Unit),1 Knoll Tree Rd,Ithaca,NY,14850,465000,5,3.5,2884,0.85,1970,
Single Family Residential,304 N Parkway St,Groton,NY,13073,144900,3,1,1296,0.15495867768595042,1925,
Single Family Residential,225 W Dryden Rd,Freeville,NY,13068,328000,3,2,2106,1.0699954086317722,1999,
Single Family Residential,141 E Cortland St,Groton,NY,13073,163781,4,3,2086,0.22619375573921027,1855,
Single Family Residential,172 Stevens Rd,Freeville,NY,13068,64427,4,1.5,1552,2.1800045913682276,1860,
Townhouse,57 Lois Ln,Ithaca,NY,14850,202500,1,1,960,0.01999540863177227,1984,
Single Family Residential,74 Etna Rd,Ithaca,NY,14850,248000,3,2,1392,0.6709136822773186,1982,
Single Family Residential,53 Dart Dr,Ithaca,NY,14850,225000,3,1,1192,0.6100091827364554,1955,
Single Family Residential,44 Ferguson Rd,Dryden,NY,13053,170000,4,2,1272,2.3,1990,
Single Family Residential,160 Southworth Rd,Dryden,NY,13053,214000,3,2,1696,1.9600091827364554,2000,
Single Family Residential,319 N Fulton St,Ithaca,NY,14850,93750,2,1.5,1271,0.04570707070707071,1890,
Single Family Residential,263 Lampila Rd,Newfield,NY,14867,219000,2,2,1200,8.9,1992,
Single Family Residential,307 Iradell Rd,Ithaca,NY,14850,165000,2,1,1365,2.45,1870,
Single Family Residential,10 Weber St,Dryden,NY,13053,150000,2,1,836,0.23728191000918272,1945,
Single Family Residential,235 7 Mile Dr,Ithaca,NY,14850,371000,3,3,2118,1.0199954086317722,1998,
Single Family Residential,612 Elm St,Groton,NY,13073,142500,2,1,1176,0.4591368227731864,1953,
Multi-Family (2-4 Unit),1818-1822 E Shore Dr #1822,Ithaca,NY,14850,179500,4,2,2016,0.46000918273645547,1947,
Single Family Residential,149 Shaffer Rd,Newfield,NY,14867,113250,3,1,1160,0.5399908172635446,1961,
Single Family Residential,410 E Marshall St,Ithaca,NY,14850,275000,2,1,1183,0.03838383838383838,1890,
Single Family Residential,339 Vankirk Rd,Newfield,NY,14867,380000,4,3,2904,10.939990817263544,1988,
Single Family Residential,47 Shelter Valley Rd,Newfield,NY,14867,197000,4,2,1630,0.2,1972,
Multi-Family (2-4 Unit),321 N Fulton St,Ithaca,NY,14850,131250,5,2,1674,0.1019742883379247,1890,
Single Family Residential,45 Simms Hill Rd,Dryden,NY,13053,180000,3,1,1484,0.6300045913682277,1973,
Single Family Residential,901 S Main St,Groton,NY,13073,210000,3,2.5,1768,10.410009182736456,2008,
Single Family Residential,32 Asbury Rd,Lansing,NY,14882,260000,2,1,826,0.21000918273645547,1880,
Single Family Residential,503 W Dryden Rd,Freeville,NY,13068,345000,3,2.5,2240,3,2007,
Single Family Residential,52 Main St,Freeville,NY,13068,120000,5,3,2044,2.5300045913682276,1860,
Single Family Residential,107 Northway Rd,Ithaca,NY,14850,532500,3,2,2289,0.43999081726354455,1940,
Single Family Residential,24 Hornbrook Rd,Ithaca,NY,14850,180000,2,1,1180,0.5199954086317723,1962,
Single Family Residential,10 Bush Ln,Ithaca,NY,14850,595500,4,3,2822,0.46999540863177225,2007,
Multi-Family (2-4 Unit),137 Fayette St,Ithaca,NY,14850,325000,4,2,1792,0.10466023875114784,1900,
Single Family Residential,1638 Coddington Rd,Brooktondale,NY,14817,265000,3,1,2050,13.660009182736456,1850,
Single Family Residential,429 Main St,Newfield,NY,14867,60000,4,2,1620,1.5100091827364555,1940,
Mobile/Manufactured Home,1150 Kraft Rd,Ithaca,NY,14850,130000,2,,960,1.45,1982,
Single Family Residential,249 Brooktondale Rd,Brooktondale,NY,14817,263000,3,1.5,2041,1.0300045913682276,1974,
Single Family Residential,15 Tobeytown Rd,Brooktondale,NY,14817,2700000,3,2,1506,1.1199954086317723,1991,
Single Family Residential,104 Cascadilla Park Rd,Ithaca,NY,14850,490000,3,2,2247,0.2182277318640955,1910,
Single Family Residential,66 Annee Ln,Freeville,NY,13068,285000,3,2,1816,1.1,1990,
Single Family Residential,586 Caswell Rd,Freeville,NY,13068,265000,4,2,1904,2,2004,
Single Family Residential,201 Thomas Rd,Ithaca,NY,14850,46000,1,1,1344,34.639990817263545,1993,
Single Family Residential,58 Middaugh Rd,Brooktondale,NY,14817,580000,1,1,960,39.93000459136823,2011,
Single Family Residential,491 PERU SOUTH LANSING RD,Groton,NY,13073,225000,3,1.5,2262,0.5922865013774105,1973,
Single Family Residential,467 Asbury Rd,Freeville,NY,13068,185000,3,1,1260,1.65,1960,
Single Family Residential,500 Brown Rd,Spencer,NY,14883,137000,1,1,1152,4.75,1983,
Single Family Residential,93 Benjamin Hill Rd,Newfield,NY,14867,605000,4,3.5,2412,24.75,2018,
Multi-Family (2-4 Unit),400 Comfort Rd,Ithaca,NY,14850,212000,5,2,2584,2.0399908172635444,1967,
Single Family Residential,715 Elmira Rd,Ithaca,NY,14850,142000,3,1,960,0.21694214876033058,1925,
Single Family Residential,204 Bridge St,Ithaca,NY,14850,150001,2,1,1078,0.1727961432506887,1956,
Multi-Family (2-4 Unit),629 Highland Rd,Ithaca,NY,14850,515000,4,3.5,2996,0.7199954086317722,1954,
Single Family Residential,352 W King Rd,Ithaca,NY,14850,155000,1,1,480,0.7399908172635445,1955,
Single Family Residential,1134 Danby Rd,Ithaca,NY,14850,65800,3,2,2292,0.7399908172635445,1974,
Multi-Family (2-4 Unit),117 Winston Dr,Ithaca,NY,14850,190000,4,2.5,1856,0.3443526170798898,1962,
Multi-Family (2-4 Unit),125 Birchwood Dr #1,Ithaca,NY,14850,387500,5,3.5,2320,0.3600091827364555,1994,
Single Family Residential,4 Dove Dr,Ithaca,NY,14850,295000,3,2.5,1656,0.3399908172635445,1978,
Single Family Residential,26 Janivar Dr,Ithaca,NY,14850,338526,3,2,1615,0.31264921946740126,1992,
Single Family Residential,512 N Aurora St #514,Ithaca,NY,14850,134000,3,1,1224,0.14348025711662074,1860,
Multi-Family (2-4 Unit),408 Cascadilla St,Ithaca,NY,14850,350000,4,2.5,1924,0.09357208448117539,1925,
Single Family Residential,221 Hector St,Ithaca,NY,14850,320000,2,1,2190,0.3856749311294766,1925,
Single Family Residential,1310 E State St #1312,Ithaca,NY,14850,385000,3,1,1348,0.3399908172635445,1939,
Single Family Residential,190 Ross Rd,Lansing,NY,14882,199000,3,1,1330,46.63000459136823,1976,
Multi-Family (2-4 Unit),325 Pleasant St,Ithaca,NY,14850,600000,4,2.5,2424,0.1190771349862259,1864,
Single Family Residential,2 Auburn Rd,Lansing,NY,14882,68000,3,1,1092,0.26611570247933886,1860,
Single Family Residential,6 Ottie Dr,Lansing,NY,14882,118900,4,2.5,2987,3.4899908172635445,2003,
Single Family Residential,1647 Taughannock Blvd,Trumansburg,NY,14886,536000,2,2,1539,0.65,1940,
Single Family Residential,31 Genung Rd,Ithaca,NY,14850,500000,3,3,2270,5.6,1958,
Multi-Family (2-4 Unit),555 Elm St,Ithaca,NY,14850,304880,4,2,2354,0.8100091827364555,1959,
Single Family Residential,108 E Tompkins St,Ithaca,NY,14850,315000,2,2,1168,0.13296602387511477,1860,
Mobile/Manufactured Home,673 Hayts Rd,Ithaca,NY,14850,117000,,,1140,5.730004591368227,2010,
Single Family Residential,409 Spencer Rd,Ithaca,NY,14850,40000,3,1,1012,0.21464646464646464,1920,
Mobile/Manufactured Home,49 Belles Hollow Dr,Newfield,NY,14867,91500,,,1300,5.060009182736455,2006,
Mobile/Manufactured Home,210 Sebring Rd,Newfield,NY,14867,62500,,,720,16.180004591368228,1978,
Single Family Residential,203 Dewey Ave,Groton,NY,13073,221000,3,1,960,3.8699954086317723,1982,
Single Family Residential,24 South St,Dryden,NY,13053,120000,3,1.5,1698,0.3659090909090909,1865,
Single Family Residential,120 1st St,Ithaca,NY,14850,320000,2,1,1106,0.06974288337924701,1910,
Single Family Residential,5 Highland Dr,Dryden,NY,13053,266750,3,1,1248,0.16099632690541782,1900,
